month,gid,gcode,game_date_local,tip_local_time,tip_away_local_time,tip_et_time,arena,city,state,status_code,status_text,visitor_abbr,visitor_team,visitor_city,home_abbr,home_team,home_city,utc_date,utc_time,seq,broadcasters_tv,broadcasters_radio,broadcasters_ott,broadcasters_natltv
January,0022500547,20260110/CHAUTA,2026-01-10,2026-01-10T19:30:00,2026-01-10T21:30:00,2026-01-10T21:30:00,Delta Center,Salt Lake City,UT,1,9:30 pm ET,CHA,Hornets,Charlotte,UTA,Jazz,Utah,2026-01-11,02:30,6,"FanDuel Sports Network - Southeast - Charlotte, KJZZ","KZNS / KSL / S: KTUB, WFNZ 610 AM/102.5 FM",Jazz+,
January,0022500548,20260111/NOPORL,2026-01-11,2026-01-11T15:00:00,2026-01-11T14:00:00,2026-01-11T15:00:00,Kia Center,Orlando,FL,1,3:00 pm ET,NOP,Pelicans,New Orleans,ORL,Magic,Orlando,2026-01-11,20:00,1,"FanDuel Sports Network - Florida, GCSEN",,Pelicans+,
January,0022500549,20260111/BKNMEM,2026-01-11,2026-01-11T14:30:00,2026-01-11T15:30:00,2026-01-11T15:30:00,FedExForum,Memphis,TN,1,3:30 pm ET,BKN,Nets,Brooklyn,MEM,Grizzlies,Memphis,2026-01-11,20:30,2,"FanDuel Sports Network - Southeast - Memphis, YES",,,
January,0022500550,20260111/PHITOR,2026-01-11,2026-01-11T18:00:00,2026-01-11T18:00:00,2026-01-11T18:00:00,Scotiabank Arena,Toronto,ON,1,6:00 pm ET,PHI,76ers,Philadelphia,TOR,Raptors,Toronto,2026-01-11,23:00,3,"NBC Sports Philadelphia, SN, SN","97.5 The Fanatic, Sportsnet 590",,
January,0022500551,20260111/NYKPOR,2026-01-11,2026-01-11T15:00:00,2026-01-11T18:00:00,2026-01-11T18:00:00,Moda Center,Portland,OR,1,6:00 pm ET,NYK,Knicks,New York,POR,Trail Blazers,Portland,2026-01-11,23:00,4,"KUNP, MSG","880 ESPN New York, Rip City Radio 620",BlazerVision,
January,0022500552,20260111/SASMIN,2026-01-11,2026-01-11T18:00:00,2026-01-11T18:00:00,2026-01-11T19:00:00,Target Center,Minneapolis,MN,1,7:00 pm ET,SAS,Spurs,San Antonio,MIN,Timberwolves,Minnesota,2026-01-12,00:00,5,FanDuel Sports Network - North,WOAI/KXTN,,
January,0022500553,20260111/MIAOKC,2026-01-11,2026-01-11T18:00:00,2026-01-11T19:00:00,2026-01-11T19:00:00,Paycom Center,Oklahoma City,OK,1,7:00 pm ET,MIA,Heat,Miami,OKC,Thunder,Oklahoma City,2026-01-12,00:00,6,"FanDuel Sports Network - Oklahoma, FanDuel Sports Network - Sun","FM 104.3 WQAM, 560 AM   / S: WAQI 710, WWLS/WKY",,
January,0022500554,20260111/MILDEN,2026-01-11,2026-01-11T18:00:00,2026-01-11T19:00:00,2026-01-11T20:00:00,Ball Arena,Denver,CO,1,8:00 pm ET,MIL,Bucks,Milwaukee,DEN,Nuggets,Denver,2026-01-12,01:00,7,"Altitude, FanDuel Sports Network - Wisconsin",Altitude Sports Radio 92.5 FM,,
January,0022500555,20260111/WASPHX,2026-01-11,2026-01-11T18:00:00,2026-01-11T20:00:00,2026-01-11T20:00:00,Mortgage Matchup Center,Phoenix,AZ,1,8:00 pm ET,WAS,Wizards,Washington,PHX,Suns,Phoenix,2026-01-12,01:00,8,"Arizona's Family 3TV / Arizona's Family Sports, MNMT2",KMVP 98.7 / S: KSUN,Suns+,
January,0022500556,20260111/ATLGSW,2026-01-11,2026-01-11T17:30:00,2026-01-11T20:30:00,2026-01-11T20:30:00,Chase Center,San Francisco,CA,1,8:30 pm ET,ATL,Hawks,Atlanta,GSW,Warriors,Golden State,2026-01-12,01:30,9,"FanDuel Sports Network - Southeast - Atlanta, NBCSBA","95.7 The Game, WZGC",,
January,0022500557,20260111/HOUSAC,2026-01-11,2026-01-11T18:00:00,2026-01-11T20:00:00,2026-01-11T21:00:00,Golden 1 Center,Sacramento,CA,1,9:00 pm ET,HOU,Rockets,Houston,SAC,Kings,Sacramento,2026-01-12,02:00,10,"NBCSCA, Space City Home Network","790 AM / S: KLTN TUDN, Sactown Sports 1140 AM",,
January,0022500558,20260112/UTACLE,2026-01-12,2026-01-12T19:00:00,2026-01-12T17:00:00,2026-01-12T19:00:00,Rocket Arena,Cleveland,OH,1,7:00 pm ET,UTA,Jazz,Utah,CLE,Cavaliers,Cleveland,2026-01-13,00:00,1,"FanDuel Sports Network - Ohio, KJZZ",KZNS / KSL / S: KTUB,Jazz+,
January,0022500559,20260112/BOSIND,2026-01-12,2026-01-12T19:30:00,2026-01-12T19:30:00,2026-01-12T19:30:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:30 pm ET,BOS,Celtics,Boston,IND,Pacers,Indiana,2026-01-13,00:30,2,"NBC SPORTS BOSTON, Peacock","93.5/107.5 The Fan, 98.5 The Sports Hub",,Peacock
January,0022500560,20260112/PHITOR,2026-01-12,2026-01-12T19:30:00,2026-01-12T19:30:00,2026-01-12T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,PHI,76ers,Philadelphia,TOR,Raptors,Toronto,2026-01-13,00:30,3,"NBCSP+, SN, SN","97.5 The Fanatic, TSN Radio 1050",,
January,0022500561,20260112/BKNDAL,2026-01-12,2026-01-12T19:30:00,2026-01-12T20:30:00,2026-01-12T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,BKN,Nets,Brooklyn,DAL,Mavericks,Dallas,2026-01-13,01:30,4,"KFAA, YES",97.1 FM / S: 99.1 FM,MavsTV,
January,0022500562,20260112/LALSAC,2026-01-12,2026-01-12T19:00:00,2026-01-12T19:00:00,2026-01-12T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,LAL,Lakers,Los Angeles,SAC,Kings,Sacramento,2026-01-13,03:00,5,"Peacock, Spectrum SportsNet","ESPN LA 710/1330 KWKW, Sactown Sports 1140 AM",Spectrum SportsNet+,Peacock
January,0022500563,20260112/CHALAC,2026-01-12,2026-01-12T19:30:00,2026-01-12T22:30:00,2026-01-12T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,CHA,Hornets,Charlotte,LAC,Clippers,LA,2026-01-13,03:30,6,"FanDuel Sports Network - SoCal, FanDuel Sports Network - Southeast - Charlotte",WFNZ 610 AM/102.5 FM,,
January,0022500564,20260113/PHXMIA,2026-01-13,2026-01-13T19:30:00,2026-01-13T17:30:00,2026-01-13T19:30:00,Kaseya Center,Miami,FL,1,7:30 pm ET,PHX,Suns,Phoenix,MIA,Heat,Miami,2026-01-14,00:30,1,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Sun","FM 104.3 WQAM, 560 AM   / S: WAQI 710, KMVP 98.7 / S: KSUN",Suns+,
January,0022500565,20260113/CHIHOU,2026-01-13,2026-01-13T19:00:00,2026-01-13T19:00:00,2026-01-13T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,CHI,Bulls,Chicago,HOU,Rockets,Houston,2026-01-14,01:00,2,"Chicago Sports Network, Space City Home Network",790 AM / S: KLTN TUDN,,
January,0022500566,20260113/MINMIL,2026-01-13,2026-01-13T19:00:00,2026-01-13T19:00:00,2026-01-13T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,MIN,Timberwolves,Minnesota,MIL,Bucks,Milwaukee,2026-01-14,01:00,3,"NBC, Peacock",,,"NBC, Peacock"
January,0022500567,20260113/DENNOP,2026-01-13,2026-01-13T19:00:00,2026-01-13T18:00:00,2026-01-13T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,DEN,Nuggets,Denver,NOP,Pelicans,New Orleans,2026-01-14,01:00,4,"Altitude, GCSEN",Altitude Sports Radio 92.5 FM,Pelicans+,
January,0022500568,20260113/SASOKC,2026-01-13,2026-01-13T19:00:00,2026-01-13T19:00:00,2026-01-13T20:00:00,Paycom Center,Oklahoma City,OK,1,8:00 pm ET,SAS,Spurs,San Antonio,OKC,Thunder,Oklahoma City,2026-01-14,01:00,5,FanDuel Sports Network - Oklahoma,"WOAI/KXTN, WWLS/WKY",,
January,0022500569,20260113/ATLLAL,2026-01-13,2026-01-13T19:30:00,2026-01-13T22:30:00,2026-01-13T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,ATL,Hawks,Atlanta,LAL,Lakers,Los Angeles,2026-01-14,03:30,6,"FanDuel Sports Network - Southeast - Atlanta, Spectrum SportsNet","ESPN LA 710/1330 KWKW, WZGC",Spectrum SportsNet+,
January,0022500570,20260113/PORGSW,2026-01-13,2026-01-13T20:00:00,2026-01-13T20:00:00,2026-01-13T23:00:00,Chase Center,San Francisco,CA,1,11:00 pm ET,POR,Trail Blazers,Portland,GSW,Warriors,Golden State,2026-01-14,04:00,7,"NBC, NBCSBA, Peacock","95.7 The Game, Rip City Radio 620",,"NBC, Peacock"
January,0022500571,20260114/TORIND,2026-01-14,2026-01-14T19:00:00,2026-01-14T19:00:00,2026-01-14T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,TOR,Raptors,Toronto,IND,Pacers,Indiana,2026-01-15,00:00,1,"FanDuel Sports Network - Indiana, TSN, TSN","93.5/107.5 The Fan, TSN Radio 1050",,
January,0022500572,20260114/CLEPHI,2026-01-14,2026-01-14T19:00:00,2026-01-14T19:00:00,2026-01-14T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,CLE,Cavaliers,Cleveland,PHI,76ers,Philadelphia,2026-01-15,00:00,2,"ESPN, FanDuel Sports Network - Ohio, NBC Sports Philadelphia",97.5 The Fanatic,,ESPN
January,0022500573,20260114/UTACHI,2026-01-14,2026-01-14T19:00:00,2026-01-14T18:00:00,2026-01-14T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,UTA,Jazz,Utah,CHI,Bulls,Chicago,2026-01-15,01:00,3,"Chicago Sports Network, KJZZ",KZNS / KSL / S: KTUB,Jazz+,
January,0022500574,20260114/BKNNOP,2026-01-14,2026-01-14T19:00:00,2026-01-14T20:00:00,2026-01-14T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,BKN,Nets,Brooklyn,NOP,Pelicans,New Orleans,2026-01-15,01:00,4,"GCSEN, YES",,Pelicans+,
January,0022500575,20260114/DENDAL,2026-01-14,2026-01-14T20:30:00,2026-01-14T19:30:00,2026-01-14T21:30:00,American Airlines Center,Dallas,TX,1,9:30 pm ET,DEN,Nuggets,Denver,DAL,Mavericks,Dallas,2026-01-15,02:30,5,"Altitude, ESPN, KFAA","97.1 FM / S: 99.1 FM, Altitude Sports Radio 92.5 FM",MavsTV,ESPN
January,0022500576,20260114/NYKSAC,2026-01-14,2026-01-14T19:00:00,2026-01-14T22:00:00,2026-01-14T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,NYK,Knicks,New York,SAC,Kings,Sacramento,2026-01-15,03:00,6,"MSG 2, NBCSCA","880 ESPN New York, Sactown Sports 1140 AM",,
January,0022500577,20260114/WASLAC,2026-01-14,2026-01-14T19:30:00,2026-01-14T22:30:00,2026-01-14T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,WAS,Wizards,Washington,LAC,Clippers,LA,2026-01-15,03:30,7,"FanDuel Sports Network - SoCal, Monumental Sports Network",,,
January,0022500578,20260115/MEMORL,2026-01-15,2026-01-15T14:00:00,2026-01-15T13:00:00,2026-01-15T14:00:00,Uber Arena,Berlin,,1,2:00 pm ET,MEM,Grizzlies,Memphis,ORL,Magic,Orlando,2026-01-15,19:00,1,Prime Video,,,Prime Video
January,0022500579,20260115/PHXDET,2026-01-15,2026-01-15T19:00:00,2026-01-15T17:00:00,2026-01-15T19:00:00,Little Caesars Arena,Detroit,MI,1,7:00 pm ET,PHX,Suns,Phoenix,DET,Pistons,Detroit,2026-01-16,00:00,2,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Detroit","97.1 FM The Ticket, KMVP 98.7 / S: KSUN",Suns+,
January,0022500580,20260115/BOSMIA,2026-01-15,2026-01-15T19:30:00,2026-01-15T19:30:00,2026-01-15T19:30:00,Kaseya Center,Miami,FL,1,7:30 pm ET,BOS,Celtics,Boston,MIA,Heat,Miami,2026-01-16,00:30,3,"FanDuel Sports Network - Sun, NBC SPORTS BOSTON","FM 104.3 WQAM, 560 AM   / S: WAQI 710, WROR (105.7 FM)",,
January,0022500581,20260115/OKCHOU,2026-01-15,2026-01-15T18:30:00,2026-01-15T18:30:00,2026-01-15T19:30:00,Toyota Center,Houston,TX,1,7:30 pm ET,OKC,Thunder,Oklahoma City,HOU,Rockets,Houston,2026-01-16,00:30,4,"FanDuel Sports Network - Oklahoma, Prime Video","790 AM / S: KLTN TUDN, WWLS 98.1FM OKC",,Prime Video
January,0022500582,20260115/MILSAS,2026-01-15,2026-01-15T19:00:00,2026-01-15T19:00:00,2026-01-15T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,MIL,Bucks,Milwaukee,SAS,Spurs,San Antonio,2026-01-16,01:00,5,FDSNWI/WMLW,WOAI/KXTN,,
January,0022500583,20260115/UTADAL,2026-01-15,2026-01-15T19:30:00,2026-01-15T18:30:00,2026-01-15T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,UTA,Jazz,Utah,DAL,Mavericks,Dallas,2026-01-16,01:30,6,"KFAA/WFAA, KJZZ","97.1 FM / S: 99.1 FM, KZNS / KSL / S: KTUB","Jazz+, MavsTV",
January,0022500584,20260115/NYKGSW,2026-01-15,2026-01-15T19:00:00,2026-01-15T22:00:00,2026-01-15T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,NYK,Knicks,New York,GSW,Warriors,Golden State,2026-01-16,03:00,7,Prime Video,"880 ESPN New York, 95.7 The Game, ESPN Radio",,Prime Video
January,0022500585,20260115/ATLPOR,2026-01-15,2026-01-15T19:00:00,2026-01-15T22:00:00,2026-01-15T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,ATL,Hawks,Atlanta,POR,Trail Blazers,Portland,2026-01-16,03:00,8,"FanDuel Sports Network - Southeast - Atlanta, KUNP","Rip City Radio 620, WZGC",BlazerVision,
January,0022500586,20260115/CHALAL,2026-01-15,2026-01-15T19:30:00,2026-01-15T22:30:00,2026-01-15T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,CHA,Hornets,Charlotte,LAL,Lakers,Los Angeles,2026-01-16,03:30,9,"FanDuel Sports Network - Southeast - Charlotte, Spectrum SportsNet","ESPN LA 710/1330 KWKW, WFNZ 610 AM/102.5 FM",Spectrum SportsNet+,
January,0022500587,20260116/CHIBKN,2026-01-16,2026-01-16T19:00:00,2026-01-16T18:00:00,2026-01-16T19:00:00,Barclays Center,Brooklyn,NY,1,7:00 pm ET,CHI,Bulls,Chicago,BKN,Nets,Brooklyn,2026-01-17,00:00,1,"Chicago Sports Network, ESPN, YES",,,ESPN
January,0022500588,20260116/NOPIND,2026-01-16,2026-01-16T19:00:00,2026-01-16T18:00:00,2026-01-16T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,NOP,Pelicans,New Orleans,IND,Pacers,Indiana,2026-01-17,00:00,2,"FanDuel Sports Network - Indiana, GCSEN",93.5/107.5 The Fan,Pelicans+,
January,0022500589,20260116/CLEPHI,2026-01-16,2026-01-16T19:00:00,2026-01-16T19:00:00,2026-01-16T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,CLE,Cavaliers,Cleveland,PHI,76ers,Philadelphia,2026-01-17,00:00,3,"FanDuel Sports Network - Ohio, NBC Sports Philadelphia",97.5 The Fanatic,,
January,0022500590,20260116/LACTOR,2026-01-16,2026-01-16T19:30:00,2026-01-16T16:30:00,2026-01-16T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,LAC,Clippers,LA,TOR,Raptors,Toronto,2026-01-17,00:30,4,"FanDuel Sports Network - SoCal, SN, SN",Sportsnet 590,,
January,0022500591,20260116/MINHOU,2026-01-16,2026-01-16T20:30:00,2026-01-16T20:30:00,2026-01-16T21:30:00,Toyota Center,Houston,TX,1,9:30 pm ET,MIN,Timberwolves,Minnesota,HOU,Rockets,Houston,2026-01-17,02:30,5,"ESPN, Space City Home Network",790 AM / S: KLTN TUDN,,ESPN
January,0022500592,20260116/WASSAC,2026-01-16,2026-01-16T19:00:00,2026-01-16T22:00:00,2026-01-16T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,WAS,Wizards,Washington,SAC,Kings,Sacramento,2026-01-17,03:00,6,"Monumental Sports Network, NBCSCA",Sactown Sports 1140 AM,,
January,0022500593,20260117/UTADAL,2026-01-17,2026-01-17T16:00:00,2026-01-17T15:00:00,2026-01-17T17:00:00,American Airlines Center,Dallas,TX,1,5:00 pm ET,UTA,Jazz,Utah,DAL,Mavericks,Dallas,2026-01-17,22:00,1,"KFAA, KJZZ","97.1 FM / S: 99.1 FM, KZNS / KSL / S: KTUB","Jazz+, MavsTV",
January,0022500594,20260117/BOSATL,2026-01-17,2026-01-17T19:30:00,2026-01-17T19:30:00,2026-01-17T19:30:00,State Farm Arena,Atlanta,GA,1,7:30 pm ET,BOS,Celtics,Boston,ATL,Hawks,Atlanta,2026-01-18,00:30,2,"FanDuel Sports Network - Southeast - Atlanta, NBC SPORTS BOSTON","WROR (105.7 FM), WZGC",,
January,0022500595,20260117/INDDET,2026-01-17,2026-01-17T19:30:00,2026-01-17T19:30:00,2026-01-17T19:30:00,Little Caesars Arena,Detroit,MI,1,7:30 pm ET,IND,Pacers,Indiana,DET,Pistons,Detroit,2026-01-18,00:30,3,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Indiana","93.5/107.5 The Fan, 97.1 FM The Ticket",,
January,0022500596,20260117/PHXNYK,2026-01-17,2026-01-17T19:30:00,2026-01-17T17:30:00,2026-01-17T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,PHX,Suns,Phoenix,NYK,Knicks,New York,2026-01-18,00:30,4,"Arizona's Family 3TV / Arizona's Family Sports, MSG","880 ESPN New York, KMVP 98.7 / S: KSUN",Suns+,
January,0022500597,20260117/OKCMIA,2026-01-17,2026-01-17T20:00:00,2026-01-17T19:00:00,2026-01-17T20:00:00,Kaseya Center,Miami,FL,1,8:00 pm ET,OKC,Thunder,Oklahoma City,MIA,Heat,Miami,2026-01-18,01:00,5,"FanDuel Sports Network - Sun, FDSNOK/KWTV","FM 104.3 WQAM, 560 AM   / S: WAQI 710, WWLS 98.1FM OKC",,
January,0022500598,20260117/MINSAS,2026-01-17,2026-01-17T19:00:00,2026-01-17T19:00:00,2026-01-17T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,MIN,Timberwolves,Minnesota,SAS,Spurs,San Antonio,2026-01-18,01:00,6,FanDuel Sports Network - North,WOAI/KXTN,,
January,0022500599,20260117/CHAGSW,2026-01-17,2026-01-17T17:30:00,2026-01-17T20:30:00,2026-01-17T20:30:00,Chase Center,San Francisco,CA,1,8:30 pm ET,CHA,Hornets,Charlotte,GSW,Warriors,Golden State,2026-01-18,01:30,7,"FanDuel Sports Network - Southeast - Charlotte, NBCSBA","95.7 The Game, WFNZ 610 AM/102.5 FM",,
January,0022500600,20260117/WASDEN,2026-01-17,2026-01-17T19:00:00,2026-01-17T21:00:00,2026-01-17T21:00:00,Ball Arena,Denver,CO,1,9:00 pm ET,WAS,Wizards,Washington,DEN,Nuggets,Denver,2026-01-18,02:00,8,"ALT/KTVD, MNMT2",Altitude Sports Radio 92.5 FM,,
January,0022500601,20260117/LALPOR,2026-01-17,2026-01-17T19:00:00,2026-01-17T19:00:00,2026-01-17T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,LAL,Lakers,Los Angeles,POR,Trail Blazers,Portland,2026-01-18,03:00,9,"KUNP, NBA TV, Spectrum SportsNet","ESPN LA 710/1330 KWKW, Rip City Radio 620","BlazerVision, Spectrum SportsNet+",NBA TV
January,0022500602,20260118/ORLMEM,2026-01-18,2026-01-18T11:00:00,2026-01-18T12:00:00,2026-01-18T12:00:00,The O2 Arena,London,,1,12:00 pm ET,ORL,Magic,Orlando,MEM,Grizzlies,Memphis,2026-01-18,17:00,1,Prime Video,,,Prime Video
January,0022500603,20260118/BKNCHI,2026-01-18,2026-01-18T18:00:00,2026-01-18T19:00:00,2026-01-18T19:00:00,United Center,Chicago,IL,1,7:00 pm ET,BKN,Nets,Brooklyn,CHI,Bulls,Chicago,2026-01-19,00:00,2,"Chicago Sports Network, YES",,,
January,0022500604,20260118/NOPHOU,2026-01-18,2026-01-18T18:00:00,2026-01-18T18:00:00,2026-01-18T19:00:00,Toyota Center,Houston,TX,1,7:00 pm ET,NOP,Pelicans,New Orleans,HOU,Rockets,Houston,2026-01-19,00:00,3,"GCSEN, Space City Home Network",790 AM / S: KLTN TUDN,Pelicans+,
January,0022500605,20260118/CHADEN,2026-01-18,2026-01-18T18:00:00,2026-01-18T20:00:00,2026-01-18T20:00:00,Ball Arena,Denver,CO,1,8:00 pm ET,CHA,Hornets,Charlotte,DEN,Nuggets,Denver,2026-01-19,01:00,4,"Altitude, FanDuel Sports Network - Southeast - Charlotte","Altitude Sports Radio 92.5 FM, WFNZ 610 AM/102.5 FM",,
January,0022500606,20260118/PORSAC,2026-01-18,2026-01-18T18:00:00,2026-01-18T18:00:00,2026-01-18T21:00:00,Golden 1 Center,Sacramento,CA,1,9:00 pm ET,POR,Trail Blazers,Portland,SAC,Kings,Sacramento,2026-01-19,02:00,5,"KUNP, NBCSCA","Rip City Radio 620, Sactown Sports 1140 AM",BlazerVision,
January,0022500607,20260118/TORLAL,2026-01-18,2026-01-18T18:30:00,2026-01-18T21:30:00,2026-01-18T21:30:00,Crypto.com Arena,Los Angeles,CA,1,9:30 pm ET,TOR,Raptors,Toronto,LAL,Lakers,Los Angeles,2026-01-19,02:30,6,"Spectrum SportsNet, TSN, TSN","ESPN LA 710/1330 KWKW, Sportsnet 590",Spectrum SportsNet+,
January,0022500014,20260119/MILATL,2026-01-19,2026-01-19T13:00:00,2026-01-19T12:00:00,2026-01-19T13:00:00,State Farm Arena,Atlanta,GA,1,1:00 pm ET,MIL,Bucks,Milwaukee,ATL,Hawks,Atlanta,2026-01-19,18:00,1,Peacock,WZGC,,Peacock
January,0022500015,20260119/OKCCLE,2026-01-19,2026-01-19T14:30:00,2026-01-19T13:30:00,2026-01-19T14:30:00,Rocket Arena,Cleveland,OH,1,2:30 pm ET,OKC,Thunder,Oklahoma City,CLE,Cavaliers,Cleveland,2026-01-19,19:30,2,"FanDuel Sports Network - Oklahoma, NBC, Peacock",WWLS 98.1FM OKC,,"NBC, Peacock"
January,0022500608,20260119/LACWAS,2026-01-19,2026-01-19T15:00:00,2026-01-19T12:00:00,2026-01-19T15:00:00,Capital One Arena,Washington,DC,1,3:00 pm ET,LAC,Clippers,LA,WAS,Wizards,Washington,2026-01-19,20:00,3,"FanDuel Sports Network - SoCal, MNMT2",,,
January,0022500016,20260119/DALNYK,2026-01-19,2026-01-19T17:00:00,2026-01-19T16:00:00,2026-01-19T17:00:00,Madison Square Garden,New York,NY,1,5:00 pm ET,DAL,Mavericks,Dallas,NYK,Knicks,New York,2026-01-19,22:00,4,"MSG, NBC, Peacock","880 ESPN New York, 97.1 FM / S: 99.1 FM",,"NBC, Peacock"
January,0022500609,20260119/INDPHI,2026-01-19,2026-01-19T19:00:00,2026-01-19T19:00:00,2026-01-19T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,IND,Pacers,Indiana,PHI,76ers,Philadelphia,2026-01-20,00:00,5,"FanDuel Sports Network - Indiana, NBC Sports Philadelphia","93.5/107.5 The Fan, 97.5 The Fanatic",,
January,0022500610,20260119/PHXBKN,2026-01-19,2026-01-19T19:30:00,2026-01-19T17:30:00,2026-01-19T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,PHX,Suns,Phoenix,BKN,Nets,Brooklyn,2026-01-20,00:30,6,"Arizona's Family 3TV / Arizona's Family Sports, YES",KMVP 98.7 / S: KSUN,Suns+,
January,0022500017,20260119/BOSDET,2026-01-19,2026-01-19T20:00:00,2026-01-19T20:00:00,2026-01-19T20:00:00,Little Caesars Arena,Detroit,MI,1,8:00 pm ET,BOS,Celtics,Boston,DET,Pistons,Detroit,2026-01-20,01:00,7,"NBC, Peacock","97.1 FM The Ticket, 98.5 The Sports Hub",,"NBC, Peacock"
January,0022500611,20260119/UTASAS,2026-01-19,2026-01-19T19:00:00,2026-01-19T18:00:00,2026-01-19T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,UTA,Jazz,Utah,SAS,Spurs,San Antonio,2026-01-20,01:00,8,KJZZ,"KZNS / KSL / S: KTUB, WOAI/KXTN",Jazz+,
January,0022500612,20260119/MIAGSW,2026-01-19,2026-01-19T19:00:00,2026-01-19T22:00:00,2026-01-19T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,MIA,Heat,Miami,GSW,Warriors,Golden State,2026-01-20,03:00,9,"FanDuel Sports Network - Sun, NBCSBA","95.7 The Game, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
January,0022500613,20260120/PHXPHI,2026-01-20,2026-01-20T19:00:00,2026-01-20T17:00:00,2026-01-20T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,PHX,Suns,Phoenix,PHI,76ers,Philadelphia,2026-01-21,00:00,1,"Arizona's Family 3TV / Arizona's Family Sports, NBC Sports Philadelphia","97.5 The Fanatic, KMVP 98.7 / S: KSUN",Suns+,
January,0022500614,20260120/LACCHI,2026-01-20,2026-01-20T19:00:00,2026-01-20T17:00:00,2026-01-20T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,LAC,Clippers,LA,CHI,Bulls,Chicago,2026-01-21,01:00,2,"Chicago Sports Network, FanDuel Sports Network - SoCal",,,
January,0022500615,20260120/SASHOU,2026-01-20,2026-01-20T19:00:00,2026-01-20T19:00:00,2026-01-20T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,SAS,Spurs,San Antonio,HOU,Rockets,Houston,2026-01-21,01:00,3,"NBC, Peacock, Space City Home Network","790 AM / S: KLTN TUDN, WOAI/KXTN",,"NBC, Peacock"
January,0022500616,20260120/MINUTA,2026-01-20,2026-01-20T19:00:00,2026-01-20T20:00:00,2026-01-20T21:00:00,Delta Center,Salt Lake City,UT,1,9:00 pm ET,MIN,Timberwolves,Minnesota,UTA,Jazz,Utah,2026-01-21,02:00,4,"FDSNNOX, KJZZ",KZNS / KSL / S: KTUB,Jazz+,
January,0022500617,20260120/LALDEN,2026-01-20,2026-01-20T20:00:00,2026-01-20T19:00:00,2026-01-20T22:00:00,Ball Arena,Denver,CO,1,10:00 pm ET,LAL,Lakers,Los Angeles,DEN,Nuggets,Denver,2026-01-21,03:00,5,"Altitude, NBC, Peacock, Spectrum SportsNet","Altitude Sports Radio 92.5 FM, ESPN LA 710/1330 KWKW",Spectrum SportsNet+,"NBC, Peacock"
January,0022500618,20260120/TORGSW,2026-01-20,2026-01-20T19:00:00,2026-01-20T22:00:00,2026-01-20T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,TOR,Raptors,Toronto,GSW,Warriors,Golden State,2026-01-21,03:00,6,"NBCSBA, SN, SN","95.7 The Game, TSN Radio 1050",,
